id,url,state,action,background,additional_details,signature_count,date_created,date_responded,date_debated,is_environmental,openai_explanation
331963,https://petition.parliament.uk/petitions/331963.json,closed,Work with international community to end conflict between Azerbaijan and Armenia,"We would like the UK government to work with other countries and international bodies in brokering a resolution of the current conflict between Azerbaijan and Armenia.

To ensure the immediate withdrawal of Armenian troops from Nagorno-Karabakh and ensuring the territorial integrity of Azerbaijan.","As the UK is a major investor and beneficiary of the natural resources of Azerbaijan and an influential member in global politics, it has the ability to highlight the current dangerous escalation of violence and military action in the region.

This is significant as this could end with serious destabilisation in the region; it will cost lives and potentially end with both countries losing control of the current COVID-19 pandemic which could conclude with catastrophic consequences.
",1941,2020-07-17T18:33:08.264Z,,,False,Not enviromental in nature
612333,https://petition.parliament.uk/petitions/612333.json,closed,Ban the sale of disposable vapes.,"A recent innovation in vape technology, the disposable vape is becoming increasingly popular & is already one of the most frequent items of litter. These single-use plastics are now routinely found lying in the street, concealed amongst vegetation, floating in watercourses & on coastal strandlines.",By outlawing the sale of disposable vapes the UK Government and Parliament can nip in the bud a new and rapidly increasing form of single use plastic pollution.,1907,2022-03-27T12:56:33.135Z,,,True,Ban the sale of disposable vapes to reduce plastic pollution
599451,https://petition.parliament.uk/petitions/599451.json,closed,Ban use and sale of non-silent fireworks ,"Why can't we learn from 20/21 New Year when there were laser and light displays and silent firework displays only? This should ensure that celebrations do not cause nuisance that can cause upset and trauma to pets, military veterans and sensitive children. ","It is really an awful time for our wildlife, livestock, pets, military veterans and sensitive children at this time of year.
Not only is it about everyone's safety and well-being, it's also about every animals well-being.
We are supposed to be a nation of animal lovers.
",1875,2021-10-19T20:29:30.746Z,,,True,Ban the use and sale of non-silent fireworks to reduce noise pollution
301579,https://petition.parliament.uk/petitions/301579.json,closed,Make electric scooters legal to reduce our carbon footprint / cut emissions,"Make electric scooters legal, by doing this we will make people’s commute easier and reduce the carbon footprint. This is a big issue and something has to be done. They are similar to bikes: they are easy to control and compact so can be picked up and carried.",,1875,2020-03-11T21:11:21.595Z,,,True,Make electric scooters legal to reduce carbon emissions and cut pollution
596855,https://petition.parliament.uk/petitions/596855.json,closed,Scrap RIS2 (Road Investment Strategy 2),"In the middle of a climate emergency, we shouldn't be building and upgrading 4,000 miles of new roads. Roads produce very high amounts of carbon emissions. We need to invest less in more polluting roads and more in other greener modes of transport like rail.","Even with electric vehicles, roads still cause high emissions and damage the environment both to build and while they're in use. E.g. tyre particulates have been found to damage the environment. The use of electric vehicles shouldn't be used as an argument to carry on building roads in this fashion.",1874,2021-09-10T17:52:48.047Z,,,True,Scrap RIS2 to reduce carbon emissions and cut pollution
321868,https://petition.parliament.uk/petitions/321868.json,closed,Ban the Advertising of Meat Products,"Ban or restrict advertising in the media of products containing meat such as beef, pork, poultry and fish in order to reduce the demand for and consumption of meat and animal products. Reducing our meat consumption as a nation will benefit public health and our environment.","A recent UN report has said that lesser consumption of animal products is crucial to save the world from the worst impacts of climate change. Livestock and their byproducts contribute to greenhouse gas emissions and have been associated with risks of disease spreading. Eating meat has been shown to increase risk of heart disease, cancer, strokes and obesity. Reducing our meat consumption as a nation will benefit public health and our environment.",1834,2020-05-22T12:23:02.810Z,,,True,Ban the advertising of meat products to reduce pollution and animal consumption
596106,https://petition.parliament.uk/petitions/596106.json,closed,Require police disclose & allow reported Non-Crime Hate Incidents be challenged,"Impose a statutory duty on each police force to give notice to individuals when Non-Crime Hate Incidents are recorded against them, and give them an opportunity to challenge the allegations within 28 days, with a right of appeal to the court, so that these reports can be deleted if unfounded.","At the moment the police have recorded around 120,000 Non-Crime Hate Incidents. These are often not fully investigated. They are however recorded following a report by someone who experienced the incident as ""hateful"". These Incidents can be disclosed to potential employers on enhanced DBS checks, affecting employability. Often this is the first time it is revealed to the ""perpetrator"". This is a breach of the principle of natural justice.",1833,2021-08-31T19:55:47.938Z,,,False,Not enviromental in nature
627208,https://petition.parliament.uk/petitions/627208.json,open,Prevent all new North Sea oil and gas exploration,"We want the Government to take all action necessary to prevent new North Sea oil and gas exploration. This includes preventing new licences being granted as a result of the current Offshore Licensing Round, and revoking powers for any new licenses for exploration to be granted.","We believe the following:
 
- There is a consensus in published research that developing new oil and gas fields is incompatible with staying below 1.5C of warming;
- The UK needs to demonstrate its commitment to move away from fossil fuels if we expect much poorer nations to do the same;
- For countries to use energy security to justify exploiting new oil and gas reserves would destroy any hope of fighting climate change;
- It will do nothing to address the current cost of living crisis.",1757,2022-10-31T17:29:47.231Z,,,True,Prevent all new North Sea oil and gas exploration to reduce air pollution
589684,https://petition.parliament.uk/petitions/589684.json,closed,To Put Morocco on the Green list of countries and territories,We would like the government to put Morocco on the Green list just like the other countries that were added on the 24th of June 2021.,"We want the government to put Morocco on the Green list because data show low rates of deaths and they are controlling their borders really well. Many people want to go to Morocco for a holiday because it’s a popular country and many people have already booked to go. As Morocco is controlling the COVID pandemic well, having to quarantine for 10 days is a lot and many people need to come back to work and school.",1750,2021-06-24T20:20:51.223Z,,,True,This petition is enviromental in nature as it focuses on Morocco's green list and carbon emissions.
572112,https://petition.parliament.uk/petitions/572112.json,closed,Make the catering at the Glasgow 2021 UN Climate Change Conference plant-based,The 2019 IPCC report 'Climate Change and Land' notes that a shift towards a plant-based diet can offer significant benefits in mitigating climate change. We are asking the UK Government as hosts of the Conference to show their commitment to the conference aims by making the food offered plant-based.,"Disappointingly, previous UN Climate Change conferences have offered very little plant-based foods and COP26 presents an opportunity for the UK government to set a global example in Glasgow, one of most vegan-friendly cities in the world. 

The IPCC Special Report 'Climate Change and Land', 2019, p497. 'For example, halving consumption of meat, dairy products and eggs in the European Union would achieve a 40% reduction in ammonia emissions, 25–40% reduction in non-CO2 GHG emissions...'",1743,2021-01-26T13:14:37.544Z,,,True,This petition is enviromental in nature as it focuses on plant-based catering for the UN Climate Change Conference.
611437,https://petition.parliament.uk/petitions/611437.json,closed,Ban new incinerator and pyrolysis sites and invest in waste reduction,"We want the government to follow the example set in the EU by banning any new incinerators for the purpose of waste disposal. They should also ban pyrolysis facilities, and instead seek the solutions we need to reduce waste completely by investing in waste reduction, reuse and recycling.","Unfortunately waste management companies are benefitting from not having to pay similar taxes to that which are imposed on land-fill.

Communities across the breadth of the UK have campaigned against waste incinerators as many do not want one in their town or city.

The reasons for this are clear:

1) Incinerators risk harm to the health of local residents
2) Incinerators can pollute the air with toxic emissions
3) Incinerator emissions contribute to global warming
4) Incinerators can harm the environment",1701,2022-03-13T12:48:32.501Z,,,True,This petition is enviromental in nature as it focuses on banning new incinerator and pyrolysis sites and investing in waste reduction.
629208,https://petition.parliament.uk/petitions/629208.json,open,Traffic to stop and wait for a stopped school bus loading or unloading children.,I would like the traffic laws to adopt a system where it is illegal to overtake a stopped school bus. Drivers should wait behind any stopped school transport bus where children are boarding or alighting to protect children from being hit by overtaking vehicles.,"My daughter and her older brother use a designated school transport bus everyday. 

On the 10th October 2022 the bus had a different driver and he went a different route into our estate dropping the children on the opposite side of the road to their usual drop off point. My daughter was the first one off the bus and checking the road she deemed it safe to cross, however she didn't see from behind the bus an overtaking van and was hit at nearly 40mph. She sustained serious injuries.",1634,2022-12-01T19:30:52.580Z,,,False,This petition is not enviromental in nature as it focuses on traffic laws and protecting children.
575109,https://petition.parliament.uk/petitions/575109.json,closed,Approve the Whitehaven Coal Mine in Cumbria,World coal production is 8 billion tonnes. China alone produces 3.5 billion tonnes. The new colliery will produce around 4m tonnes of coal for steel making and should replace imported coal. It would close in 2049 and will provide the steel needed by the UK to comply with UK environmental targets.,"The Whitehaven mine will be built on a brown field site in an existing coal mining area. Approval for the mine was won after after agreement to comply with many environmental stipulations. The coal would not be burned but used in steel-making. It should provide over 2,000 local jobs and support UK exports and the economy. This steel will be needed to support environmental projects such as wind turbines and public transport networks such as rail links. This is a green project.",1629,2021-02-13T13:29:18.291Z,,,False,This petition is not enviromental in nature as it focuses on the approval of a coal mine.
565191,https://petition.parliament.uk/petitions/565191.json,closed,Change law to mean that if an adult discovers a dead body it must be reported,"At the moment, if a person finds the body of someone deceased, they are under no obligation to report this to the police. This means a body could be left for days, weeks etc. and remain undiscovered.","I think this should already be law, and even if it’s in a home environment this does not need to be reported as per the law right now.",1606,2020-12-28T17:25:56.257Z,,,False,This petition is not enviromental in nature as it focuses on changing a law regarding dead bodies.
300000,https://petition.parliament.uk/petitions/300000.json,closed,Protect the Environment – support carbon neutral energy alternatives,"In November 2019, Members of the UK Youth Parliament, sitting in the House of Commons voted “Protect the Environment” as its campaigning priority for this year.

We are calling for the Government to ban fracking, end the mining of fossil fuels and instead support carbon neutral energy alternatives.
","To preserve this world for the next generation, we have a moral responsibility to protect it from the effects of Climate Change. Climate change is a problem than will affect young people more than any other generation.

Right now, the Government are not protecting the environment in the way that is necessary for young people and the next generation.

http://www.ukyouthparliament.org.uk/2019/news/climate-emergency-declared-biggest-issue-facing-young-people/
",1604,2020-03-02T12:06:20.235Z,,,True,This petition is enviromental in nature as it focuses on banning fracking and investing in carbon neutral energy alternatives.
578554,https://petition.parliament.uk/petitions/578554.json,closed,Require developers felling trees to fund reforestation projects,"Tree growth is an effective means of trapping carbon dioxide, a greenhouse gas. The UK has one of the lowest forested areas in Europe.

Mature trees are lost in housing and infrastructure development.

We want Parliament to legislate to ensure these trees are adequately replaced.","New forests absorb carbon dioxide, help biodiversity and help the UK to meet its carbon footprint target.

At present, a mature tree lost in the course of a development is replaced, if at all, by a sapling on site. The net loss of carbon trapping is detrimental to the local environment and the atmosphere.

There would be a formula whereby the funding for replacement saplings depends on the size of the tree lost. 

The national and global benefits of more forestation will accrue wherever it is done.",1589,2021-03-08T11:01:09.914Z,,,True,This petition is enviromental in nature as it focuses on requiring developers to fund reforestation projects.
598605,https://petition.parliament.uk/petitions/598605.json,closed,"Increase subsidies for growing fruit, vegetables, nuts, seeds, legumes, etc","The Government should increase subsidies for farmers to grow healthy foods such as fruit, vegetables, legumes, grains, nut and seeds which have no saturated fat. This should help increase availability of this produce and so encourage greater public health and ease the pressure on the NHS","The NHS says that eating too much saturated fats in your diet and that as part of a healthy diet, people should try to cut down on foods and drinks that are high in saturated fats .
 
If farmers can be encouraged through subsidies to grow healthy fruit, vegetables, nuts, seeds, legumes etc. then over time this should result in more uptake of healthy eating at lower cost to the consumer with all the attendant advantages to the environment and of course the NHS.",1589,2021-10-06T13:35:37.709Z,,,True,This petition is enviromental in nature as it focuses on increasing subsidies for growing healthy foods.
604333,https://petition.parliament.uk/petitions/604333.json,closed,Ban the import of farmed octopus into the UK,We believe the opening of the world’s first octopus farm will repeat tragic animal welfare mistakes with sentient marine creatures and also threatens to create unsustainable food sources by plundering oceans for octopus food. The Government needs to think ahead and ban imports of farmed octopus.,"Octopus catches rose by 720% from 1950-1990 and are now in decline, but farming will not necessarily prevent fishing. Increasing supplies could even boost demand.
 
Farming a species that eats 2-3 times its weight in seafood over its lifetime could also threaten marine conservation and violate UN Sustainable Development Goals.
 
This is the UK’s chance to prevent powerful, damaging and unethical supply chains evolving and prove octopi's addition to the Animal Welfare (Sentience) Bill is not a hollow gesture.",1588,2021-12-23T18:49:58.657Z,,,True,This petition is enviromental in nature as it focuses on banning the import of farmed octopus.
600128,https://petition.parliament.uk/petitions/600128.json,closed,Ban plastic packaging for fruit and vegetables,France and Spain have recently pledged to ban plastic packaging for fruit and vegetables from January 2022. We want the UK Government to follow suit and reduce unnecessary plastic waste.,"Plastic waste does not biodegrade. It gets into the environment, into the oceans and can cause injury or death to animals. Even if recycled properly, plastic packaging needs to be managed by the local council. Reducing the amount we purchase would reduce this burden and save taxpayers money. Fruit and veg is often transported long distances without plastic and packaged for sale to enhance presentation. It is not needed to protect the fruit.",1582,2021-10-30T09:45:19.371Z,,,False,This petition is not related to the environment.
611335,https://petition.parliament.uk/petitions/611335.json,closed,All schools to be issued a portrait of Her Majesty the Queen this Jubilee Year,"Each school should be issued with a portrait of Her Majesty the Queen in honour of her Platinum Jubilee, so that this can be displayed in a prominent area of the school.","Not only is this an appropriate way of celebrating Her Majesty’s 70 years on the throne, but I believe this idea will be popular and could help foster an atmosphere of unity and common celebration during this national event.
 
Since schools are public buildings funded by Her Majesty’s government, it is only natural that they be at the forefront of this national celebration unlikely to be repeated in our lifetimes.",1567,2022-03-11T20:04:30.042Z,,,False,This petition is not related to the environment.
607929,https://petition.parliament.uk/petitions/607929.json,closed,Fund an NHS programme to allow women with Endometriosis to freeze their eggs,"Women with endometriosis should have the option to freeze their eggs on the NHS, due to the high percentage of infertility (30-50%). Women undergoing chemotherapy have around a 40% chance of being infertile, yet they can get their eggs frozen on the NHS and women with endometriosis cannot.","Endometriosis is a debilitating disease where the lining of the uterus grows in ectopic sites, such as the ovaries, fallopian tubes and the pelvis. It occurs in 1 in 10 women but takes approximately 7 years to get diagnosed. 
Around 30-50% of women with endometriosis are infertile and as there is no cure for endometriosis, there are very limited options to conceive naturally. One way of managing symptoms is surgery, which actually increases the chances of infertility.
You have the power to help",1556,2022-02-03T10:44:58.619Z,,,False,This petition is not related to the environment.
597470,https://petition.parliament.uk/petitions/597470.json,closed,Cut the VAT charged on energy bills,"The Government charges 5% VAT on domestic energy. As energy prices have increased dramatically this year, the Government would likely profit from increased VAT takings while people find it harder to pay for their basic needs. We think that is wrong and the VAT should be cut to reduce energy bills.","For the around 15 million customers on standard variable tariffs subject to the energy price cap, the October 2021 increase to the cap could mean £100 million extra collected in VAT (assuming typical usage).

There would be even more VAT collected from people who are forced onto more expensive tariffs, for example when they come to the end of a fixed rate or if their supplier stops trading.

As we have left the EU we are now free to set our own VAT policy and this cut would help everybody.",1543,2021-09-20T17:39:20.016Z,,,True,This petition is related to carbon emissions and energy bills.
604603,https://petition.parliament.uk/petitions/604603.json,closed,Allow cars converted to electric propulsion to be reclassified as zero emissions,"Change legislation to allow cars converted to electric propulsion to be inspected and reclassified as zero emissions for their road fund licence. This would open up a new industry in the UK for converting cars to electric, which is more environmentally friendly than buying a new car.","A new industry is emerging in the UK for converting ICE powered vehicles to electric. This has the potential to be a big sector of the automotive world in years to come, especially with the ban on new ICE cars from 2030. The conversion costs are lower than the cost of a new car, and this would potentially allow those who cannot afford a new car to get an older model converted to keep it on the road and be green at the same time. At present converted cars are still subject to their tax class.",1534,2021-12-31T17:28:35.955Z,,,True,This petition is related to electric cars and carbon emissions.
614844,https://petition.parliament.uk/petitions/614844.json,closed,Fund support schemes for survivors of Child Sex Abuse,"I know first-hand how difficult it was to be heard, and how uncomfortable it was for me to speak up in my professional environment. Labelled a failure and the girl going nowhere, I was absolutely held back by the stigma attached to my life, that I hid for years - ashamed of what had happened to me.","For many, the resultant mental trauma from child sex abuse is like being in prison. Because of this many survivors don't have the ability to apply for jobs, work or find any success. Talented survivors circle around a life of silence & fear because they are ashamed of what has happened to them.

By allowing this conversation some air we can create increased productivity and success for the many survivors suffering in silence.
 
The Government must fund specialist schemes to provide more support for survivors than is currently available, including support for people to get into and return to work.",1530,2022-04-13T13:03:32.013Z,,,False,This petition is not related to the environment.
561401,https://petition.parliament.uk/petitions/561401.json,closed,Seek to secure international ban on fracking at COP26,"UK government announced a moratorium on fracking at start of the 2019 election campaign but left the door open to new applications to frack (unconventionally drill) in the future. We're calling on the Government to seek to agree an international, legally enforceable BAN on fracking as part of COP26.","Residents who have campaigned to have fracking prevented in their communities, have no sense of safety and security whilst fracking is under a moratorium; we call for a legal ban on unconventional energy extraction that can put lives, health, the environment and climate at risk.",1524,2020-11-21T16:08:44.990Z,,,True,This petition is related to fracking and carbon emissions.
553647,https://petition.parliament.uk/petitions/553647.json,closed,Protect Jones’ Hill Wood from being destroyed by HS2,"Stop Jones’ Hill Wood from being destroyed due to HS2 development. Leave this beautiful, ancient woodland alone.",Jones’ Hill Wood is a beautiful woodland area that inspired Roald Dahl to write ‘Fantastic Mr. Fox’. Not only is it a part of history but also a home for wildlife and a stunning place that people can visit. It allows for people to be educated on nature and offers them a stunning environment to enjoy.,1519,2020-10-08T13:07:44.510Z,,,True,This petition is related to HS2 development and protecting woodland.
612439,https://petition.parliament.uk/petitions/612439.json,closed,Take urgent actions to address the extreme cost of living crisis,"We want the Government to:
"," - Subsidise energy prices, and introduce a windfall tax on fossil fuel companies
- Reverse the NI hike and introduce a new wealth tax
- Nationalise energy & water companies
- Increase the National Living Wage to reflect the increased cost of living
- Cap rent increases

People are struggling due to the extreme cost of living crisis. Energy prices have increased hugely. Fuel, food, water, costs, and National Insurance contributions are increasing. My husband and I both work full time, but we are only just managing - let alone low income families. National minimum wages do not reflect the cost of living.
 
Many people will suffer severely unless this is addressed urgently. Please take the actions requested to address increased costs of living.
",1506,2022-03-29T09:15:57.602Z,,,True,This petition is related to active travel and cutting down plastic pollution.
624995,https://petition.parliament.uk/petitions/624995.json,open,Ban single-use plastic bottles in the manufacture of soft drinks for UK market,"We want the Government to take action to cut down plastic pollution by banning single-use plastic bottles in the manufacture of soft drinks in the UK.
We say planet before profits and support us in telling the Government to take action today, ban the use of plastic bottles for soft drinks.","We are here to shout at the top of our lungs “End the OBSESSION with plastic bottles. Let’s stop choking up our oceans, and clogging our beaches and landfills with this unnecessary type of plastic bottle”

The UK Government must ban the use of harmful plastic bottles in soft drinks.

You ask what does this mean for our favourite soft drinks? It means companies need to take a green approach to their manufacturing process, and put our planet before their shareholders profits!",1498,2022-10-10T12:18:19.831Z,,,True,This petition is related to plastic pollution and single-use plastic bottles.
323999,https://petition.parliament.uk/petitions/323999.json,closed,Require the NHS to provide single-sex psychiatric wards including intake wards,"Psychiatric wards are often mixed-sex. Patients can be unable to get food, drink, medication, see visitors or doctors without passing through or using mixed-sex areas.

Bathrooms and dormitories are single sex but staff are not always present; sexual assaults are not uncommon on mixed-sex wards. ",Mixed-sex wards can feel as if they lack privacy and at times can feel unsafe. Some patients have a history of abuse and trauma and need a single-sex environment to heal. The Government should require the NHS provide single-sex psychiatric wards so that this is possible.,1487,2020-06-01T22:10:38.256Z,,,False,This petition is not related to environmental issues.
603598,https://petition.parliament.uk/petitions/603598.json,closed,Extend the energy price cap to small businesses,The energy price cap is a price protection mechanism put in place by the Government to protect domestic energy users. This same price protection mechanism should be extended to small businesses.,"Energy prices are currently at an all time high, with many small businesses seeing their electricity and gas costs increase dramatically in the space of a few months. This has pushed many small businesses into unprofitability and to the brink of closure.

Domestic consumers are quite rightly protected by an Ofgem set price cap, however, because of this, some energy suppliers are increasing prices for small businesses, to offset the loss of revenue in the domestic market.

We petition the UK government to introduce the same price cap protection mechanism for small businesses as are currently in place to protect domestic energy consumers.",1483,2021-12-14T10:37:46.495Z,,,False,This petition is not related to environmental issues.
610585,https://petition.parliament.uk/petitions/610585.json,closed,Temporarily suspend all taxes on all fuels and energy bills,"Enact a temporary suspension of all taxes on all domestic fuels and energy (petrol, diesel, gas, electricity, etc) to protect UK citizens from the effects of global price rises in the wholesale gas and oil markets. This would reduce the impact of increased prices on UK citizens.",The UK Government has a duty to protect UK citizens from the effects of global markets making or allowing those citizens to be drawn into a fuel poverty situation. By enacting a temporary suspension to all taxes on fuels and energy. It would better allow UK households and employers to operate as normal without being financially crippled due to rapidly increasing fuel prices. It would also reduce the impact to consumers of withdrawing from the the Russian fuel market without.,1481,2022-03-03T19:09:23.193Z,,,False,This petition is not related to environmental issues.
593890,https://petition.parliament.uk/petitions/593890.json,closed,Ban the sale of manual plastic toothbrushes in the UK by 2025.,"We would like the UK Government to ban the sale of manual plastic toothbrushes in the UK by 2025. Manual plastic toothbrushes are a notorious example of harmful plastic waste, and there are a variety of environmentally friendly alternatives in the market to move forward with.","In the UK alone, 264 million manual plastic toothbrushes are thrown out every year. Each one of these plastic toothbrushes is non-biodegradable, meaning they'll last in the environment for over 600 years causing damage to wildlife and littering our country. There are already a variety of green alternatives available today, like bamboo toothbrushes which are readily biodegradable. Toothbrushes do not need to be harmful to the environment, so let's ban manual plastic ones.",1475,2021-08-01T19:47:10.316Z,,,True,This petition relates to the reduction of plastic waste and is therefore environmental in nature.
597911,https://petition.parliament.uk/petitions/597911.json,closed,Do not reduce earnings threshold for student loan repayments!,Low earning graduates can not afford another tax to be added on top of all the additional tax burdens placed on them this year to pay back for covid.,"NI has been increased this year. The tax-free income threshold has been frozen for the next 5 years, pulling more and more low earners into paying increased tax. Energy bills have skyrocketed, councils are looking into increasing council tax. There is a cost-of-living crisis, people can't get on the property ladder. Not enough children are being born to replace the population, if you want to increase reproductivity this is not the way to do it because now we are all poorer than we already were.",1433,2021-09-27T08:16:32.721Z,,,False,This petition is not related to environmental issues.
621955,https://petition.parliament.uk/petitions/621955.json,open,Amend the Procurement Bill to enshrine positive environmental obligations.,"The Procurement Bill should create a legal obligation on Contracting Authorities ensuring all specifications and contractors have a net positive impact upon the environment and that this requirement is designed into the procurement and management of public spend for all goods, services and works.","Climate change is an existential threat to every UK citizen and future generations. The Public Sector spends £300B per annum, taxpayers’ money should be spent to prevent negative climate impact and encourage positive climate solutions and innovation. Creating a legal obligation to incorporate net positive environmental considerations supports Governments strategy of being a world leader in climate change, its COP26 and broader climate obligations, while encouraging economic growth.",1430,2022-08-16T14:44:45.900Z,,,True,This petition relates to legal obligations to ensure positive environmental impacts and is therefore environmental in nature.
329249,https://petition.parliament.uk/petitions/329249.json,closed,Grant English and Welsh Pagans the same marriage rights as Scottish Pagans,Change English and Welsh marriage laws to recognize traditional Pagan wedding ceremonies in particular the practice of handfasting as a legal act of marriage. At present we must instead travel over the Scottish border to wed in accordance with our ancient faith. This is unfair and discriminatory.,"The prejudice and superstition that surrounds the over 53,000 Pagans in England today is very sad to witness. Many families have been practicing Paganism for generations, it is a long misunderstood faith that centers its beliefs in the natural world and doing only good. It is only the ignorance of others that prevents English pagans from being able to have equal rights in marriage. Legalizing Pagan wedding ceremonies will help to end the stigma that surrounds us, and give us the power to express our faith and worship freely.",1391,2020-06-25T18:56:09.561Z,,,False,This petition is not related to environmental issues.
610284,https://petition.parliament.uk/petitions/610284.json,closed,Remove Clause 11 from the Nationality and Borders Bill,"Clause 11 allows for people granted protection in the UK to be given
different rights and entitlements, depending on the nature of their arrival to
the UK. We urge the Government to scrap the Clause, which could be used to penalise those who need our help the most.","Clause 11 of the Bill would create a two-tier system where someone who was forced to take a dangerous journey to seek safety and did not have appropriate documentation could be treated differently from those who do, even if they are originating from the same area of conflict or persecution.",1384,2022-03-01T14:29:08.401Z,,,False,This petition is not related to environmental issues.
593313,https://petition.parliament.uk/petitions/593313.json,closed,Ban new waste incinerators and phase out current incinerators,"There are many low carbon recycling alternatives to incinerators which can often be done nearer the generated waste, and create many jobs in the green industry.","Banning new incinerators and setting a policy to phase out existing incinerators would be a timely policy as the UK hosts COP26.
Incinerators give out millions of tonnes of carbon dioxide, and also give out very small particles (PM2.5 and less) which can get into the blood stream and do damage to any of the many organs. Nitrous dioxide, an acidic gas, is given off, which can adversely affect respiration. Recent studies have found that even very small concentrations of aerial pollutants can do damage. It has been estimated there are 7 million deaths worldwide each year due to air pollution.",1381,2021-07-24T19:33:52.694Z,,,True,This petition relates to the reduction of waste incinerators and is therefore environmental in nature.
559700,https://petition.parliament.uk/petitions/559700.json,closed,"Overhaul current, flawed EPCs so that they are fair, accurate & relevant.","EPCs must
Recognise storage heaters are outdated and inflexible
Accurately reflect the energy efficiency of modern electric radiators
Recognise the Govt commitment to phasing out gas
Not make assumptions based just on age of property
Make realistic, achievable and cost effective recommendations","Legislation based on flawed assessments is unfair & unlikely to achieve its aim. Under the current rating system it will be very difficult to improve a rating from an E to a C in many properties. Applying the legislation to the PRS without addressing the remaining housing stock is unfair and will result in many landlords dumping their inefficient properties into the Private Market, where improvements will be unlikely, thereby failing to achieve the Govt's aim.",1368,2020-11-08T15:13:34.685Z,,,True,This petition relates to the overhaul of energy efficiency certificates and is therefore environmental in nature.
582831,https://petition.parliament.uk/petitions/582831.json,closed,Make VAT on Second Hand Clothing 0 Rated.,I have a vintage second hand clothing shop. Myself and many other sellers are being forced to increase our prices by 20% to cover VAT at certain thresholds. Our products are second hand and have already had VAT paid on them originally. Sustainable fashion is now more expensive.,"With VAT already being paid on second hand clothing by the original owner, the VAT on second hand clothing should be made 0 Rated like kids clothing. This allows wholesalers to reduce their prices, allows shops like mine to reduce my prices and then overall allows myself and others to make second hand SUSTAINABLE clothing more affordable, accessible and appealing. The customers are suffering the most, paying 20% extra, the same people who are choosing to be sustainable and make a difference.",1357,2021-04-12T19:37:56.477Z,,,False,Not related to the environment
555506,https://petition.parliament.uk/petitions/555506.json,closed,Allow the resumption of Indoor Tennis across the UK in Tier 2 and Tier 3.,"Petition for indoor tennis activity to be permitted to continue, on the basis of its socially distant nature, the significant health benefits it delivers and the stringent hygiene protocols that venues have put in place.
Current restrictions will significantly impact the future of community clubs.","Aside from the obvious physical benefits, playing tennis can positively effect the mental health of an individual. Tennis can improve critical thinking, mental alertness, and tactical thinking by making connections in the brain. Tennis also helps regulate serotonin—a brain chemical linked to functions such as sleep cycle, appetite, and emotional state.

Even seeing a socially distant smile at your local club can lift a mood which, in these difficult times, is invaluable.",1336,2020-10-21T14:57:34.279Z,,,False,Not related to the environment
621078,https://petition.parliament.uk/petitions/621078.json,open,Reduce fixed penalty for speeding in a 20mph zone to 1 penalty point,I want the fixed penalty for offences relating to the new 20 mph speed limits to be reduced to a level I believe commensurate with the offence and more in line with public opinion.,"For reasons including safety and green policies speed limits have been reduced in many places to 20 mph and the intensity of speed cameras in some areas appears to have increased.
 
One consequence is more penalty points awarded for people driving below 30 mph, often leading to driving bans and speed awareness courses, now at all-time highs.  I believe reducing the penalty for speeding in a 20mph zone would help ease public stress on this issue and free resources for more useful work.",1289,2022-07-29T09:08:48.808Z,,,False,Not related to the environment
553279,https://petition.parliament.uk/petitions/553279.json,closed,Ban wood burning stoves and all solid fuel burning in homes that are on the grid,According to DEFRA domestic wood burning is the largest single source of PM2.5 in UK. PM pollution is known to exacerbate respiratory conditions including Asthma and COVID for the user and for neighbours. PM and wood smoke pollution can ingress into neighbours’ homes even with windows closed.,"When referring to the effect of PM pollution on health the WHO state ""thresholds below which adverse effects do not occur have not been identified"". Woodsmoke like tobacco smoke contains compounds that are carcinogenic. Whilst smoking is banned in some public places, woodsmoke pollution continues where people live, sleep, work, go to school and spend their recreational time. Banning woodburning in homes on the grid is a quick low-cost solution to cleaner, healthier air for everyone.",1285,2020-10-05T09:08:37.133Z,,,True,Ban wood burning stoves and all solid fuel burning in homes that are on the grid
617111,https://petition.parliament.uk/petitions/617111.json,closed,Introduce a windfall tax on pharmaceutical companies’ Covid-19 related profits,"A small number of very large companies are effectively operating a monopoly on covid-19 vaccines and treatments. A recent estimate suggests Pfizer, BioNTech & Moderna were making combined profits of over $1000/second. The proceeds of a windfall tax could be used to address the cost of living crisis.","Obscene profits are being made from covid-19 vaccines and treatments by a very small number of pharmaceutical companies. Unlike energy companies, patent protections mean there is no ""free market"" operating, and it's effectively a monopoly. Meanwhile, millions of people across the UK are facing poverty and having to decide whether to spend their money on ""heating or eating"". It's time to help address this imbalance via a windfall tax on these companies.",1280,2022-05-23T07:16:05.315Z,,,False,Not related to the environment
618747,https://petition.parliament.uk/petitions/618747.json,open,Endorse and implement the Plant Based Treaty,We call on the UK Government to endorse and implement the steps outlined in the Plant Based Treaty. This should include expanding plant-based options on school and hospital menus to 50% by 2025. ,"A new green, plant-based food strategy can help to combat the climate crisis, improve peoples’ health, and end the exploitation of animals.

In September 2021, 20 MPs called on the Plant Based Treaty to be debated in Parliament in Early Day Motion 434. 
 
On June 13, the Prime Minister launched the UK's food strategy following a 2021 National Food Strategy review. The strategy aims to increase demand for seafood and venison. We feel that fishing is horrendously damaging for our oceans, and animal agriculture is a major contributor to the climate crisis.",1278,2022-06-20T09:47:20.169Z,,,True,Expand plant-based options on school and hospital menus to 50% by 2025
